 22.1667  27.3334
 22.1694  27.4181
 22.1722  27.5028
 22.1750  27.5875
 22.1778  27.6722
 22.1806  27.7569
 22.1833  27.8417
 22.1861  27.9264
 22.1889  28.0111
 22.1917  28.0959
 22.1944  28.1806
 22.1972  28.2653
 22.2000  28.3500
 22.2028  28.4347
 22.2056  28.5195
 22.2083  28.6042
 22.2111  28.6889
 22.2139  28.7736
 22.2167  28.8583
 22.2194  28.9430
 22.2222  29.0278
 22.2250  29.1125
 22.2278  29.1972
 22.2306  29.2820
 22.2333  29.3667
 22.2361  29.4514
 22.2389  29.5361
 22.2417  29.6208
 22.2444  29.7056
 22.2472  29.7903
 22.2500  29.8750
 22.2528  29.9598
 22.2556  30.0445
 22.2583  30.1292
 22.2611  30.2139
 22.2639  30.2986
 22.2667  30.3833
 22.2694  30.4681
 22.2722  30.5528
 22.2750  30.6375
 22.2778  30.7222
 22.2806  30.8069
 22.2833  30.8917
 22.2861  30.9764
 22.2889  31.0611
 22.2917  31.1459
 22.2944  31.2306
 22.2972  31.3153
 22.3000  31.4000
 22.3028  31.4847
 22.3056  31.5694
 22.3083  31.6542
 22.3111  31.7389
 22.3139  31.8236
 22.3167  31.9083
 22.3194  31.9930
 22.3222  32.0778
 22.3250  32.1625
 22.3278  32.2472
 22.3306  32.3320
 22.3333  32.4167
 22.3361  32.3084
 22.3389  32.2000
 22.3417  32.0917
 22.3444  31.9834
 22.3472  31.8750
 22.3500  31.7667
 22.3528  31.6584
 22.3556  31.5500
 22.3583  31.4417
 22.3611  31.3333
 22.3639  31.2250
 22.3667  31.1167
 22.3694  31.0083
 22.3722  30.9000
 22.3750  30.7917
 22.3778  30.6833
 22.3806  30.5750
 22.3833  30.4667
 22.3861  30.3583
 22.3889  30.2500
 22.3917  30.1417
 22.3944  30.0333
 22.3972  29.9250
 22.4000  29.8167
 22.4028  29.7083
 22.4056  29.6000
 22.4083  29.4916
 22.4111  29.3833
 22.4139  29.2750
 22.4167  29.1666
 22.4194  29.0583
 22.4222  28.9500
 22.4250  28.8416
 22.4278  28.7333
 22.4306  28.6250
 22.4333  28.5166
 22.4361  28.4083
 22.4389  28.3000
 22.4417  28.1916
 22.4444  28.0833
 22.4472  27.9750
 22.4500  27.8666
 22.4528  27.7583
 22.4556  27.6500
 22.4583  27.5417
 22.4611  27.4333
 22.4639  27.3250
 22.4667  27.2167
 22.4694  27.1083
 22.4722  27.0000
 22.4750  26.8917
 22.4778  26.7834
 22.4806  26.6750
 22.4833  26.5667
 22.4861  26.4583
 22.4889  26.3500
 22.4917  26.2417
 22.4944  26.1333
 22.4972  26.0250
 22.5000  25.9167
 22.5028  25.7346
 22.5056  25.5527
 22.5083  25.3708
 22.5111  25.1888
 22.5139  25.0069
 22.5167  24.8250
 22.5194  24.6430
 22.5222  24.4611
 22.5250  24.2792
 22.5278  24.0972
 22.5306  23.9153
 22.5333  23.7332
 22.5361  23.5513
 22.5389  23.3694
 22.5417  23.1874
 22.5444  23.0055
 22.5472  22.8236
 22.5500  22.6416
 22.5528  22.4597
 22.5556  22.2778
 22.5583  22.0958
 22.5611  21.9139
 22.5639  21.7320
 22.5667  21.5499
 22.5694  21.3680
 22.5722  21.1860
 22.5750  21.0041
 22.5778  20.8222
 22.5806  20.6402
 22.5833  20.4583
 22.5861  20.2764
 22.5889  20.0943
 22.5917  19.9124
 22.5944  19.7305
 22.5972  19.5485
 22.6000  19.3666
 22.6028  19.1847
 22.6056  19.0027
 22.6083  18.8208
 22.6111  18.6388
 22.6139  18.4569
 22.6167  18.2750
 22.6194  18.0929
 22.6222  17.9110
 22.6250  17.7291
 22.6278  17.5471
 22.6306  17.3652
 22.6333  17.1833
 22.6361  17.0013
 22.6389  16.8194
 22.6417  16.6375
 22.6444  16.4555
 22.6472  16.2736
 22.6500  16.0917
 22.6528  15.9096
 22.6556  15.7277
 22.6583  15.5457
 22.6611  15.3638
 22.6639  15.1819
 22.6667  14.9999
 22.6694  14.9055
 22.6722  14.8111
 22.6750  14.7166
 22.6778  14.6222
 22.6806  14.5278
 22.6833  14.4333
 22.6861  14.3389
 22.6889  14.2444
 22.6917  14.1500
 22.6944  14.0555
 22.6972  13.9611
 22.7000  13.8666
 22.7028  13.7722
 22.7056  13.6777
 22.7083  13.5833
 22.7111  13.4889
 22.7139  13.3944
 22.7167  13.3000
 22.7194  13.2056
 22.7222  13.1111
 22.7250  13.0167
 22.7278  12.9222
 22.7306  12.8277
 22.7333  12.7333
 22.7361  12.6388
 22.7389  12.5444
 22.7417  12.4500
 22.7444  12.3555
